Trainer,Multi?,Route,Combined Name,Pokemon 1,Move 1,Move 2,Move 3,Move 4,Pokemon 2,Move 1,Move 2,Move 3,Move 4,Pokemon 3,Move 1,Move 2,Move 3,Move 4,Pokemon 4,Move 1,Move 2,Move 3,Move 4,Pokemon 5,Move 1,Move 2,Move 3,Move 4,Pokemon 6,Move 1,Move 2,Move 3,Move 4,Double?,P1 Item,P1 Nature,P1 IV,P1 Lvl,P2 Item,P2 Nature,P2 IV,P2 Lvl,P3 Item,P3 Nature,P3 IV,P3 Lvl,P4 Item,P4 Nature,P4 IV,P4 Lvl,P5 Item,P5 Nature,P5 IV,P5 Lvl,P6 Item,P6 Nature,P6 IV,P6 Lvl
Cooltrainer Owen,FALSE,Victory Road,Cooltrainer Owen - Victory Road,Swellow,Sky Attack,Double-Edge,Heat Wave,HP Water,Blaziken,Overheat,Superpower,HP Ice,Quick Attack,Exeggutor,Sleep Powder,Psychic,Egg Bomb,Explosion,Tentacruel,Mirror Coat,Muddy Water,Giga Drain,Ice Beam,Zangoose,Crush Claw,Superpower,Shadow Ball,Thunder Wave,Pinsir,X-Scissors,Rock Slide,Earthquake,Quick Attack,FALSE,Lum Berry,Impish,31,86,Lum Berry,Sassy,31,85,Lum Berry,Naughty,31,85,Leftovers,Lax,31,85,Chesto Berry,Bold,31,87,Lum Berry,Quiet,31,87
Expert Dianne,FALSE,Victory Road,Expert Dianne - Victory Road,Misdreavus,Thunder Wave,Psychic,Thunderbolt,HP Fire,Porygon2,Thunder Wave,Recover,Double-Edge,HP Water,Dragonite,Thunder Wave,Ice Beam,Thunderbolt,Earthquake,Slowbro,Thunder Wave,Calm Mind,Surf,Slack Off,Ampharos,Thunder Wave,Thunderbolt,HP Grass,Fire Punch,Hypno,Thunder Wave,Psychic,Signal Beam,Fire Punch,FALSE,Lum Berry,Rash,31,84,Lum Berry,Sassy,31,85,Leftovers,Brave,31,84,Leftovers,Mild,31,87,Lum Berry,Hardy,31,86,Leftovers,Rash,31,86
Expert Quincy,FALSE,Victory Road,Expert Quincy - Victory Road,Glalie,Spikes,Explosion,,,Shuckle,Toxic,Sandstorm,Protect,Rest,Dusclops,Toxic,Protect,Will-O-Wisp,Rest,Umbreon,Toxic,Protect,Rest,Moonlight,Wailord,Toxic,Protect,Rest,Hail,Grumpig,Toxic,Protect,Psychic,Fire Punch,FALSE,Lum Berry,Jolly,31,86,Leftovers,Naughty,31,87,Leftovers,Mild,31,85,Leftovers,Hasty,31,85,Leftovers,Calm,31,85,Leftovers,Impish,31,87
Expert Julie,FALSE,Victory Road,Expert Julie - Victory Road,Electrode,Reflect,Explosion,Thunderbolt,HP Ice,Cloyster,Explosion,Ice Beam,Surf,Tri Attack,Claydol,Explosion,Earthquake,Shadow Ball,Psychic,Muk,Explosion,Gunk Shot,Shadow Ball,Brick Break,Metagross,Explosion,Agility,Meteor Mash,Earthquake,Snorlax,Selfdestruct,Body Slam,Earthquake,Shadow Ball,FALSE,Lum Berry,Impish,31,86,Salac Berry,Timid,31,85,Salac Berry,Lonely,31,85,Lum Berry,Mild,31,87,Liechi Berry,Lax,31,84,Leftovers,Hasty,31,84
Expert Edgar,FALSE,Victory Road,Expert Edgar - Victory Road,Heracross,Megahorn,Superpower,Earthquake,Rock Slide,Kangaskhan,Fake Out,Crush Claw,Earthquake,Shadow Ball,Electabuzz,Thunderbolt,Hidden Power,Ice Punch,Fire Punch,Armaldo,X-Scissors,Ancientpower,Earthquake,Agility,Wobbuffet,Encore,Mirror Coat,Counter,Destiny Bond,Dodrio,Sky Attack,HP Ground,Quick Attack,Steel Wing,FALSE,Quick Claw,Hardy,31,87,Leftovers,Adamant,31,87,Lum Berry,Naughty,31,88,Lum Berry,Modest,31,88,Leftovers,Hardy,31,86,Lum Berry,Hardy,31,88
Cooltrainer Caroline,FALSE,Victory Road,Cooltrainer Caroline - Victory Road,Forretress,Spikes,Signal Beam,Earthquake,Rock Slide,Quagsire,Muddy Water,Earthquake,Yawn,Ancientpower,Ampharos,Counter,Thunderbolt,HP Grass,Fire Punch,Weezing,Explosion,Gunk Shot,Shadow Ball,Flamethrower,Kingdra,Muddy Water,Yawn,Ice Beam,Signal Beam,Miltank,Milk Drink,Body Slam,Earthquake,Shadow Ball,FALSE,Lum Berry,Adamant,31,88,Lum Berry,Adamant,31,88,Leftovers,Quiet,31,88,Lum Berry,Adamant,31,88,Leftovers,Naive,31,85,Leftovers,Gentle,31,88
Expert Halle,FALSE,Victory Road,Expert Halle - Victory Road,Granbull,Thunder Wave,Double-Edge,Earthquake,Shadow Ball,Venusaur,Sleep Powder,Giga Drain,Earthquake,Sludge Bomb,Typhlosion,Overheat,Wild Charge,HP Ice,Quick Attack,Slowking,Thunder Wave,Surf,Psychic,Earthquake,Flygon,Earthquake,Flamethrower,Dragon Claw,Quick Attack,Cradily,Stockpile,Rest,Ancientpower,Earthquake,FALSE,Leftovers,Adamant,31,87,Leftovers,Modest,31,87,Lum Berry,Lonely,31,87,Lum Berry,Sassy,31,87,Lum Berry,Hardy,31,86,Leftovers,Brave,31,87
Expert Mitchell,FALSE,Victory Road,Expert Mitchell - Victory Road,Salamence,Dragon Dance,Earthquake,Air Slash,HP Rock,Flygon,Earthquake,Dragon Dance,Ancientpower,Signal Beam,Aerodactyl,Earthquake,Air Slash,Double-Edge,Ancientpower,Gyarados,Earthquake,HP Flying,Dragon Dance,Body Slam,Claydol,Light Screen,Earthquake,Signal Beam,Psychic,Gengar,Thunderbolt,Giga Drain,Ice Punch,Fire Punch,TRUE,Lum Berry,Bold,31,86,Lum Berry,Calm,31,86,Lum Berry,Hardy,31,86,Lum Berry,Hardy,31,87,Leftovers,Lonely,31,88,Lum Berry,Naughty,31,87
Expert Felix,FALSE,Victory Road,Expert Felix - Victory Road,Starmie,Hydro Pump,Psychic,Ice Beam,Thunderbolt,Dugtrio,Earth Power,Ancientpower,Sludge Bomb,HP Ghost,Sceptile,Giga Drain,Thunderpunch,HP Fire,Dragon Claw,Linoone,Extremespeed,,,,Crobat,Sky Attack,Poison Fang,HP Ground,Shadow Ball,Jolteon,Thunderbolt,HP Ice,Bite,Attract,TRUE,Lum Berry,Mild,31,88,Lum Berry,Impish,31,89,Lum Berry,Hasty,31,87,Choice Band,Hardy,31,89,Lum Berry,Lax,31,87,Lum Berry,Impish,31,87
Cooltrainer Katelynn,FALSE,Victory Road,Cooltrainer Katelynn - Victory Road,Walrein,Ice Shard,Ice Beam,Earthquake,Surf,Hitmonchan,Mach Punch,Brick Break,HP Ghost,Rock Slide,Banette,Shadow Ball,Shadow Sneak,HP Fight,Psychic,Linoone,Extremespeed,Shadow Ball,HP Fight,Snore,Raichu,Extremespeed,Surf,HP Grass,Thunderbolt,Arcanine,Extremespeed,Overheat,Wild Charge,HP Grass,FALSE,Nevermeltice,Naive,31,88,Black Belt,Rash,31,88,Spell Tag,Careful,31,88,Silk Scarf,Naughty,31,89,Lum Berry,Hardy,31,88,Lum Berry,Impish,31,88
Winstrate Vito,FALSE,Victory Road,Winstrate Vito - Victory Road,Dusclops,Shadow Ball,Brick Break,Substitute,Rest,Slaking,Crush Claw,Earthquake,Shadow Ball,Superpower,Salamence,Dragon Claw,Earthquake,Flamethrower,Air Slash,Metagross,Meteor Mash,HP Grass,Earthquake,Rock Slide,Milotic,Mirror Coat,Recover,Ice Beam,Surf,Alakazam,Psychic,Fire Punch,Thunderpunch,HP Grass,FALSE,Leftovers,Adamant,31,90,Leftovers,Jolly,31,95,Lum Berry,Bold,31,90,Lum Berry,Hasty,31,90,Lum Berry,Rash,31,95,Lum Berry,Adamant,31,95
Elite Four Sidney,FALSE,Elite Four,Elite Four Sidney - Elite Four,Sableye,Shadow Sneak,Shadow Ball,Brick Break,HP Rock,Jolteon,Thunderbolt,HP Grass,Bite,Signal Beam,Tauros,Double-Edge,HP Ghost,Earthquake,Quick Attack,Alakazam,Psychic,HP Water,Fire Punch,Thunderpunch,Machamp,Superpower,HP Ghost,Earthquake,Rock Slide,Houndoom,Heat Wave,Crunch,HP Grass,Pursuit,FALSE,Lum Berry,Naive,31,100,Lum Berry,Hardy,31,100,Lum Berry,Hasty,31,100,Lum Berry,Hardy,31,100,Chesto Berry,Hardy,31,100,Lum Berry,Mild,31,100
Elite Four Phoebe,FALSE,Elite Four,Elite Four Phoebe - Elite Four,Gengar,Hypnosis,Destiny Bond,Thunderbolt,Ice Punch,Ludicolo,Grasswhistle,Giga Drain,Ice Beam,Surf,Crobat,Hypnosis,Air Slash,Heat Wave,HP Ground,Gardevoir,Thunder Wave,Psychic,Thunderbolt,Fire Punch,Sableye,Double Team,Recover,Shadow Ball,Brick Break,Dusclops,Double Team,Brick Break,Rest,Shadow Ball,FALSE,Lum Berry,Bold,31,100,Lum Berry,Hardy,31,100,Leftovers,Impish,31,100,Lum Berry,Careful,31,100,Lum Berry,Lonely,31,100,Lum Berry,Timid,31,100
Elite Four Glacia,FALSE,Elite Four,Elite Four Glacia - Elite Four,Glalie,Weather Ball (Water),Ice Beam,Spikes,Explosion,Wailord,Hyper Voice,Water Spout,Selfdestruct,Amnesia,Regice,Counter,Ice Beam,Thunder,Explosion,Dewgong,Ice Beam,Drill Run,HP Grass,Surf,Swampert,Earthquake,Yawn,Muddy Water,Ancientpower,Lapras,Ice Shard,Thunder,Ice Beam,Hydro Pump,FALSE,Lum Berry,Hasty,31,100,Lum Berry,Lax,31,100,Lum Berry,Hardy,31,100,Lum Berry,Hardy,31,100,Lum Berry,Hardy,31,100,Lum Berry,Mild,31,100
Elite Four Drake,FALSE,Elite Four,Elite Four Drake - Elite Four,Latios,Draco Meteor,Luster Purge,HP Fire,Recover,Tyranitar,Dragon Dance,Ancientpower,Earthquake,HP Bug,Salamence,Draco Meteor,Air Slash,Earthquake,Flamethrower,Kingdra,HP Fight,Octazooka,Draco Meteor,Ice Beam,Dragonite,Dragon Dance,Earthquake,Extremespeed,Rock Slide,Latias,Calm Mind,Dragon Claw,HP Fire,Recover,FALSE,Soul Dew,Brave,31,100,Lum Berry,Mild,31,100,Lum Berry,Hardy,31,100,Lum Berry,Sassy,31,100,Lum Berry,Jolly,31,100,Soul Dew,Calm,31,100
Champion Steven,FALSE,Elite Four,Champion Steven - Elite Four,Metagross,Agility,Meteor Mash,Earthquake,Explosion,Starmie,Psychic,Hydro Pump,Thunderbolt,Ice Beam,Jirachi,Meteor Mash,Extrasensory,Fire Punch,Thunderbolt,Mewtwo,Psychic,Shadow Ball,Brick Break,Flamethrower,Aerodactyl,Sky Attack,Earthquake,Flamethrower,Ancientpower,Deoxys,Psycho Boost,Superpower,Shadow Ball,Fire Punch,FALSE,Lum Berry,Jolly,31,100,Lum Berry,Mild,31,100,Lum Berry,Relaxed,31,100,Lum Berry,Adamant,31,100,Lum Berry,Hardy,31,100,Lum Berry,Sassy,31,100
"Rival (Male, Treecko)",FALSE,Rustboro City,Youngster Calvin - Route 102,Farfetch'D,Quick Attack,Aerial Ace,Mud-Slap,Cut,Minun,Thunder Wave,Thundershock,Quick Attack,Seismic Toss,Nidorina,Toxic,Secret Power,Drill Run,Protect,Chikorita,Light Screen,Reflect,Mega Drain,Secret Power,Squirtle,Water Gun,Attract,Secret Power,Icy Wind,Combusken,Ember,Double Kick,Rock Tomb,Quick Attack,FALSE,Stick,Brave,31,14,Berry Juice,Modest,31,14,Silk Scarf,Naughty,0,16,Sitrus Berry,Rash,31,15,Mystic Water,Bold,31,15,Charcoal,Hardy,31,16
"Rival (Male, Torchic)",FALSE,Rustboro City,Bug Catcher Rick - Route 102,Farfetch'D,Quick Attack,Cut,Aerial Ace,Mud-Slap,Nidorina,Drill Run,Protect,Secret Power,Toxic,Minun,Thunder Wave,Thundershock,Quick Attack,Seismic Toss,Bulbasaur,Mega Drain,Secret Power,Toxic,Attract,Quilava,Ember,Quick Attack,Attract,Secret Power,Marshtomp,Mud Shot,Water Gun,Rock Tomb,Secret Power,FALSE,Stick,Brave,31,14,Silk Scarf,Mild,0,16,Magnet,Naughty,31,14,Sitrus Berry,Hardy,31,15,Charcoal,Naughty,31,15,Mystic Water,Hardy,31,16
"Rival (Male, Mudkip)",FALSE,Rustboro City,Lass Tiana - Route 102,Farfetch'D,Quick Attack,Aerial Ace,Mud-Slap,Cut,Nidorina,Toxic,Protect,Drill Run,Secret Power,Minun,Thunder Wave,Thundershock,Quick Attack,Seismic Toss,Totodile,Water Gun,Bite,Cut,Aerial Ace,Charmander,Ember,Quick Attack,Bite,Rock Tomb,Grovyle,Mega Drain,Pursuit,Rock Tomb,Quick Attack,FALSE,Stick,Brave,31,14,Silk Scarf,Mild,0,16,Berry Juice,Naughty,31,14,Mystic Water,Naive,31,15,Charcoal,Mild,31,15,Miracle Seed,Lax,31,16
"Rival (Female, Treecko)",FALSE,Rustboro City,Bug Catcher Allen - Route 102,Farfetch'D,Quick Attack,Aerial Ace,Mud-Slap,Cut,Nidorino,Toxic,Protect,Drill Run,Secret Power,Plusle,Thunder Wave,Thundershock,Seismic Toss,Quick Attack,Chikorita,Mega Drain,Secret Power,Light Screen,Synthesis,Squirtle,Water Gun,Bite,Secret Power,Mud-Slap,Combusken,Ember,Rock Smash,Quick Attack,Secret Power,FALSE,Stick,Gentle,31,14,Silk Scarf,Sassy,0,16,Magnet,Jolly,31,14,Miracle Seed,Hardy,31,15,Mystic Water,Calm,31,15,Charcoal,Quiet,31,16
"Rival (Female, Torchic)",FALSE,Rustboro City,Bird Keeper Billy - Route 104 (South),Farfetch'D,Quick Attack,Aerial Ace,Mud-Slap,Cut,Nidorino,Toxic,Drill Run,Protect,Secret Power,Plusle,Thundershock,Quick Attack,Thunder Wave,Seismic Toss,Quilava,Ember,Quick Attack,Secret Power,Mud-Slap,Bulbasaur,Leech Seed,Toxic,Protect,Mega Drain,Marshtomp,Mud Shot,Water Gun,Rock Tomb,Secret Power,FALSE,Stick,Gentle,31,14,Silk Scarf,Sassy,0,16,Berry Juice,Jolly,31,15,Charcoal,Impish,31,14,Miracle Seed,Rash,31,15,Mystic Water,Hasty,31,16
"Rival (Female, Mudkip)",FALSE,Rustboro City,Fisherman Darian - Route 104 (South),Farfetch'D,Quick Attack,Cut,Aerial Ace,Mud-Slap,Nidorino,Drill Run,Toxic,Protect,Secret Power,Plusle,Thunder Wave,Thundershock,Seismic Toss,Quick Attack,Totodile,Water Gun,Bite,Cut,Aerial Ace,Charmander,Ember,Quick Attack,Bite,Rock Tomb,Grovyle,Mega Drain,Quick Attack,Pursuit,Rock Tomb,FALSE,Stick,Gentle,31,14,Silk Scarf,Sassy,0,16,Magnet,Jolly,31,14,Mystic Water,Lonely,31,15,Charcoal,Hardy,31,15,Miracle Seed,Brave,31,16
"Rival (Male, Treecko)",FALSE,Route 110,Lady Cindy - Route 104 (South),Minun,Thunderbolt,Attract,Thunder Wave,Signal Beam,Pidgeotto,Aerial Ace,Quick Attack,Secret Power,Steel Wing,Nidorina,Drill Run,Sludge Bomb,Shadow Ball,Water Pulse,Bayleef,Giga Drain,Attract,Synthesis,Body Slam,Wartortle,Fake Out,Water Pulse,Ice Punch,Body Slam,Combusken,Bulk Up,Fire Punch,Quick Attack,Brick Break,FALSE,,Impish,31,22,,Hardy,31,24,,Naive,31,24,,Rash,31,24,,Hardy,31,25,,Hardy,31,26
"Rival (Male, Torchic)",FALSE,Route 110,Bug Maniac Lyle - Petalburg Woods,Minun,Signal Beam,Attract,Thunder Wave,Thunderbolt,Pidgeotto,Aerial Ace,Quick Attack,Secret Power,Steel Wing,Nidorina,Body Slam,Drill Run,Sludge Bomb,Shadow Ball,Quilava,Iron Tail,Attract,Flame Wheel,Body Slam,Ivysaur,Body Slam,Attract,Sludge Bomb,Giga Drain,Marshtomp,Body Slam,Attract,Mud Shot,Water Pulse,FALSE,,Impish,31,22,,Hardy,31,24,,Naive,31,24,,Hardy,31,24,,Modest,31,25,,Naughty,31,26
"Rival (Male, Mudkip)",FALSE,Route 110,Bug Catcher James - Petalburg Woods,Minun,Attract,Thunder Wave,Thunderbolt,Signal Beam,Pidgeotto,Steel Wing,Quick Attack,Aerial Ace,Secret Power,Nidorina,Body Slam,Sludge Bomb,Drill Run,Shadow Ball,Croconaw,Body Slam,Attract,Waterfall,Aerial Ace,Charmeleon,Quick Attack,Fire Punch,Dragon Claw,Brick Break,Grovyle,Headbutt,Giga Drain,Quick Attack,Pursuit,FALSE,,Impish,31,22,,Hardy,31,24,,Naive,31,24,,Lonely,31,24,,Relaxed,31,25,,Hardy,31,26
"Rival (Female, Treecko)",FALSE,Route 110,Team Magma Grunt - Petalburg Woods,Plusle,Headbutt,Thunder Wave,Wild Charge,Signal Beam,Pidgeotto,Steel Wing,Quick Attack,Secret Power,Aerial Ace,Nidorino,Body Slam,Sludge Bomb,Drill Run,Water Pulse,Bayleef,Grasswhistle,Giga Drain,Body Slam,Synthesis,Wartortle,Fake Out,Water Pulse,Ice Punch,Body Slam,Combusken,Bulk Up,Fire Punch,Brick Break,Rock Slide,FALSE,,Brave,31,22,,Sassy,31,24,,Careful,31,24,,Hardy,31,24,,Brave,31,25,,Hardy,31,26
"Rival (Female, Torchic)",FALSE,Route 110,Rich Boy Winston - Route 104 (North),Plusle,Headbutt,Thunder Wave,Signal Beam,Wild Charge,Pidgeotto,Steel Wing,Quick Attack,Secret Power,Aerial Ace,Nidorino,Body Slam,Sludge Bomb,Drill Run,Shadow Ball,Quilava,Iron Tail,Quick Attack,Flame Wheel,Body Slam,Ivysaur,Giga Drain,Sludge Bomb,Body Slam,Attract,Marshtomp,Attract,Water Pulse,Mud Shot,Body Slam,FALSE,,Brave,31,22,,Sassy,31,24,,Careful,31,24,,Hardy,31,24,,Bold,31,25,,Sassy,31,26
"Rival (Female, Mudkip)",FALSE,Route 110,Lass Haley - Route 104 (North),Plusle,Headbutt,Wild Charge,Signal Beam,Thunder Wave,Pidgeott,Steel Wing,Quick Attack,Secret Power,Aerial Ace,Nidorino,Body Slam,Drill Run,Sludge Bomb,Shadow Ball,Croconaw,Ice Punch,Aerial Ace,Waterfall,Body Slam,Charmeleon,Quick Attack,Fire Punch,Dragon Claw,Brick Break,Grovyle,Dragon Claw,Giga Drain,Brick Break,Rock Slide,FALSE,,Brave,31,22,,Sassy,31,24,,Careful,31,24,,Jolly,31,24,,Sassy,31,25,,Hardy,31,26
"Rival (Male, Treecko)",FALSE,Route 119,Twins Gina & Mia - Route 104 (North),Raichu,Thunder,Surf,Signal Beam,Rain Dance,Clefable,Thunder,HP Water,Body Slam,Ice Beam,Nidoqueen,Earthquake,Poison Tail,Thunder,Surf,Meganium,Giga Drain,Earthquake,Ancientpower,Synthesis,Blastoise,Water Spout,Mirror Coat,Ice Beam,HP Electric,,,,,,FALSE,Lum Berry,Impish,31,50,Lum Berry,Rash,31,50,Lum Berry,Rash,31,50,Lum Berry,Brave,31,50,Lum Berry,Modest,31,50,,,,
"Rival (Male, Torchic)",FALSE,Route 119,Pkmn Trainer Red - Route 104 (North),Raichu,Thunder,Surf,Signal Beam,Rain Dance,Clefable,Body Slam,Thunder,Water Pulse,Ice Beam,Nidoqueen,Earthquake,Thunder,Surf,Poison Tail,Swampert,Muddy Water,Earthquake,Ice Beam,Attract,Venusaur,Sleep Powder,Giga Drain,Earthquake,Ancientpower,,,,,,FALSE,Lum Berry,Impish,31,50,Lum Berry,Rash,31,50,Lum Berry,Rash,31,50,Lum Berry,Rash,31,50,Lum Berry,Bold,31,50,,,,
"Rival (Male, Mudkip)",FALSE,Route 119,Hiker Devan - Route 116,Raichu,Thunder,Surf,Signal Beam,Rain Dance,Clefable,Thunder,Body Slam,Ice Beam,HP Water,Nidoqueen,Earthquake,Poison Tail,Surf,Thunder,Feraligatr,Hydro Pump,Ice Beam,Earthquake,HP Electric,Sceptile,Leaf Blade,HP Water,Thunderpunch,Dragon Claw,,,,,,FALSE,Lum Berry,Impish,31,50,Lum Berry,Rash,31,50,Lum Berry,Rash,31,50,Lum Berry,Hardy,31,50,Lum Berry,Hardy,31,50,,,,
"Rival (Female, Treecko)",FALSE,Route 119,Bird Keeper Johnson - Route 116,Raichu,Thunder,Surf,Signal Beam,Rain Dance,Porygon2,Tri Attack,Thunder,HP Water,Recover,Nidoking,Thunder,Surf,Earthquake,Poison Tail,Meganium,Ancientpower,Giga Drain,Earthquake,Synthesis,Blastoise,Water Spout,Earthquake,Ice Beam,HP Electric,,,,,,FALSE,Lum Berry,Brave,31,50,Lum Berry,Hardy,31,50,Lum Berry,Careful,31,50,Lum Berry,Lax,31,50,Lum Berry,Hardy,31,50,,,,
"Rival (Female, Torchic)",FALSE,Route 119,School Kid Karen - Route 116,Raichu,Thunder,Surf,Signal Beam,Rain Dance,Porygon2,Tri Attack,Thunder,HP Water,Recover,Nidoking,Earthquake,Poison Tail,Thunder,Surf,Swampert,Earthquake,Muddy Water,Ice Beam,Sludge Bomb,Venusaur,Sleep Powder,HP Water,Giga Drain,Ancientpower,,,,,,FALSE,Lum Berry,Brave,31,50,Lum Berry,Hardy,31,50,Lum Berry,Careful,31,50,Lum Berry,Lonely,31,50,Lum Berry,Modest,31,50,,,,
"Rival (Female, Mudkip)",FALSE,Route 119,School Kid Jerry - Route 116,Raichu,Thunder,Surf,Signal Beam,Rain Dance,Porygon2,Thunder,Tri Attack,HP Water,Recover,Nidoking,Thunder,Poison Tail,Earthquake,Surf,Feraligatr,Hydro Pump,Ice Beam,Earthquake,Surf,Sceptile,Leaf Blade,Dragon Claw,Thunderpunch,HP Water,,,,,,FALSE,Lum Berry,Brave,31,49,Lum Berry,Hardy,31,50,Lum Berry,Careful,31,49,Lum Berry,Hardy,31,49,Lum Berry,Sassy,31,50,,,,
"Rival (Male, Treecko)",FALSE,Lilycove City,Lady Sarah - Route 116,Miltank,Body Slam,Earthquake,Shadow Ball,Fake Out,Ampharos,Thunder Wave,Thunderbolt,HP Ice,Fire Punch,Nidoqueen,Earthquake,Poison Fang,Thunderbolt,Ice Beam,Meganium,Grasswhistle,Earthquake,Ancientpower,Giga Drain,Blastoise,Water Spout,HP Electric,Ice Beam,Mirror Coat,Blaziken,Overheat,Superpower,Thunderpunch,Rock Slide,FALSE,Lum Berry,Rash,31,59,Lum Berry,Hardy,31,59,Lum Berry,Hardy,31,59,Lum Berry,Impish,31,59,Lum Berry,Gentle,31,59,Lum Berry,Hasty,31,60
"Rival (Male, Torchic)",FALSE,Lilycove City,Rich Boy Dawson - Route 116,Miltank,Milk Drink,Earthquake,Shadow Ball,Body Slam,Ampharos,Thunder Wave,Thunderbolt,Fire Punch,HP Water,Nidoqueen,Earthquake,Shadow Ball,Superpower,Poison Fang,Typhlosion,Overheat,Earthquake,HP Grass,Thunderpunch,Venusaur,Sleep Powder,Giga Drain,Earthquake,Ancientpower,Swampert,Earthquake,Muddy Water,Ice Beam,Sludge Bomb,FALSE,Lum Berry,Rash,31,59,Lum Berry,Hardy,31,59,Lum Berry,Hardy,31,59,Lum Berry,Timid,31,59,Lum Berry,Gentle,31,59,Lum Berry,Gentle,31,60
"Rival (Male, Mudkip)",FALSE,Lilycove City,Youngster Joey - Route 116,Miltank,Milk Drink,Earthquake,Shadow Ball,Body Slam,Ampharos,Thunderbolt,Thunder Wave,Fire Punch,HP Grass,Nidoqueen,Earthquake,Shadow Ball,Poison Fang,Ice Beam,Feraligatr,Earthquake,Hydro Pump,HP Flying,Ancientpower,Charizard,Heat Wave,Dragon Dance,Earthquake,Air Slash,Sceptile,Giga Drain,Thunderpunch,Earthquake,Dragon Claw,FALSE,Lum Berry,Rash,31,59,Lum Berry,Hardy,31,59,Lum Berry,Hardy,31,59,Lum Berry,Hardy,31,59,Lum Berry,Adamant,31,59,Lum Berry,Sassy,31,60
"Rival (Female, Treecko)",FALSE,Lilycove City,Hiker Clark - Route 116,Tauros,Double-Edge,Earthquake,HP Ghost,Iron Tail,Ampharos,Thunder Wave,Thunderbolt,Fire Punch,HP Ice,Nidoking,Earthquake,Shadow Ball,Poison Tail,Ice Beam,Meganium,Earthquake,Ancientpower,Giga Drain,Grasswhistle,Blastoise,Water Spout,HP Electric,Ice Beam,Earthquake,Blaziken,Overheat,Superpower,Thunderpunch,Quick Attack,FALSE,Lum Berry,Hardy,31,59,Lum Berry,Modest,31,59,Lum Berry,Lonely,31,59,Lum Berry,Hardy,31,59,Lum Berry,Adamant,31,59,Lum Berry,Gentle,31,60
"Rival (Female, Torchic)",FALSE,Lilycove City,Lass Janice - Route 116,Tauros,Iron Tail,HP Ghost,Body Slam,Earthquake,Ampharos,Thunderbolt,Thunder Wave,Fire Punch,HP Water,Nidoking,Earthquake,Poison Tail,Thunderbolt,Shadow Ball,Typhlosion,Overheat,Earthquake,Thunderpunch,HP Grass,Venusaur,Sleep Powder,Earthquake,Ancientpower,Giga Drain,Swampert,Earthquake,Muddy Water,Ice Beam,Sludge Bomb,FALSE,Lum Berry,Hardy,31,59,Lum Berry,Modest,31,59,Lum Berry,Lonely,31,59,Lum Berry,Naive,31,59,Lum Berry,Adamant,31,59,Lum Berry,Hardy,31,60
"Rival (Female, Mudkip)",FALSE,Lilycove City,Bug Maniac Jose - Route 116,Ampharos,Thunderbolt,Thunder Wave,Fire Punch,HP Grass,Tauros,Return,Earthquake,HP Ghost,Substitute,Nidoking,Earthquake,Megahorn,Ice Beam,Thunderbolt,Feraligatr,Dragon Dance,Earthquake,HP Flying,Surf,Charizard,Overheat,Dragon Claw,Thunderpunch,HP Grass,Sceptile,Giga Drain,Earthquake,Rock Slide,Dragon Claw,FALSE,Lum Berry,Calm,31,59,Liechi Berry,Modest,31,59,Lum Berry,Lonely,31,59,Lum Berry,Adamant,31,59,Salac Berry,Timid,31,59,Lum Berry,Relaxed,31,60
